Serial Number,address,attributes,business_id,Category 1,Category 2,Category 3,Event Planning & Caterers,Cuisine,Cuisine 2,Cuisine 3,Cuisine 4,Cuisine5,Cuisine6,Cuisine Type 1,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
1473,4815 East Warner,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, True, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': True}, None, None, False, None, average, None, False, casual, None, False, True, 1, False, False, True, None, None, no)",MvVCSyFIpmKKV8URk0HWIQ,Restaurant,,,,American,,,,,,,Phoenix,"(7:0-0:0, 7:0-23:0, 7:0-0:0, 7:0-23:0, 7:0-23:0, 7:0-23:0, 7:0-23:0)",1,33.331595,-111.979655,Taco Bell,,85044,9,2.5,AZ
1474,"10045 W Camelback Rd, Ste 100","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, True, casual, None, True, True, 1, False, False, True, None, None, no)",aZshH0IfszzZyXkoVLPVuw,Restaurant,,,,American,,,,,,,Phoenix,"(11:0-22:0, 11:0-22:0, 11:0-22:0, 11:0-22:0, 11:0-22:0, 11:0-22:0, 11:0-22:0)",1,33.5074935,-112.2769549,Jimmy John's,,85037,41,3.5,AZ
1475,9014 W Thomas Rd,"(None, None, None, None, None, None, None, None, None, True, None, None, None, None, None, None, None, None, None, True, None, None, None, None, None, None, None, None, casual, None, False, True, 1, None, None, True, None, None, no)",dhFkEczL05Z2kbrNAPRViA,Restaurant,,,,American,,,,,,,Phoenix,,1,33.4806655,-112.2532239,Subway,,85037,8,1,AZ
1476,2113 W Happy Valley Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, True, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, True, 1, False, False, True, None, None, free)",lwPLBi3U3HKC0fpXSkyUwQ,Restaurant,,,,American,,,,,,,Phoenix,,1,33.7123449,-112.1050798,Jack in the Box,,85085,12,2.5,AZ
1477,"15414 N 19th Ave, Ste C","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, False, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, False, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, False, casual, None, True, True, 1, False, True, True, None, True, free)",osJfovV0FGBDo4n7eD4-AQ,Restaurant,,,,American,,,,,,,Phoenix,"(11:0-20:0, 11:0-20:0, 10:0-14:0, 8:0-14:0, 11:0-20:0, 11:0-20:0, 11:0-20:0)",0,33.626378,-112.1002165,Sammiches Bistro,,85023,196,4.5,AZ
1478,7510 W Thomas Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, False, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, False, 1, False, False, True, None, True, no)",V9Yta_aOk2-bQm5PiYhOsQ,Restaurant,,,,Chinese,,,,,,,Phoenix,"(10:0-22:30, 10:0-22:0, 10:0-22:30, 10:0-22:0, 10:0-22:0, 10:0-22:0, 10:0-22:0)",1,33.480643,-112.2211237,Panda Express,,85033,22,2,AZ
1479,"Sky Harbor International Airport, Terminal 4","(None, None, None, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, yes_free, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, False, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, None, None, False, casual, None, None, False, 2, None, False, True, None, True, None)",LKTx0oPOrn_81n6DJpNk5g,Restaurant,,,,American,,,,,,,Phoenix,,0,33.439648,-112.026154,Flo's Shanghai Cafe,,85034,10,2.5,AZ
1480,"Hotel San Carlos, 202 N Central Ave","(None, None, full_bar, None, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, None, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, None, None, True, casual, None, None, True, 2, True, True, None, None, False, None)",y43u5SPsQ3coLrIFi6hTeA,Restaurant,,,,American,,,,,,,Phoenix,,0,33.45607843,-112.0684433,Copper Door,,85004,6,3.5,AZ
1481,926 E Indian School Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, True, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}, None, None, True, None, None, None, False, casual, None, False, True, 1, False, False, True, None, None, free)",eEPTTvCV5iHfoacwa43lBQ,Restaurant,,,,American,,,,,,,Phoenix,"(5:0-23:0, 5:0-23:0, 6:0-23:0, 6:0-22:0, 5:0-23:0, 5:0-23:0, 5:0-23:0)",1,33.49513921,-112.0617914,McDonald's,,85014,28,2,AZ
1482,5509 N 7th St,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, True, True, 2, True, True, True, None, None, no)",_mg5bYknpZgaWSfjQVmrJQ,Restaurant,,,,Italian,,,,,,,Phoenix,"(11:0-22:0, 11:0-21:0, 11:0-22:0, 12:0-20:0, 11:0-21:0, 11:0-21:0, 11:0-21:0)",1,33.51700641,-112.0646513,Spinato's Pizzeria,,85014,322,4,AZ
1483,"1515 N 7th Ave, Ste 140","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, False, True, 2, False, False, True, None, None, no)",Mypk1XBD6PQ77zLXyMiKhg,Restaurant,,,,Japanese,Hawaiian,,,,,,Phoenix,"(11:0-21:0, 11:0-21:0, 11:0-21:0, 11:0-21:0, 11:0-21:0, 11:0-21:0, 11:0-21:0)",1,33.4654961,-112.082056,Ahipoki - Phoenix,,85003,84,4,AZ
1484,3400 E Sky Harbor Blvd,"(None, None, None, None, None, None, None, None, None, True, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None)",Rl6-T4ys2Vq7t_bfyORiRw,Restaurant,,,,American,,,,,,,Phoenix,,1,33.436021,-111.997864,Kokopeli Deli,,85034,8,2,AZ
1485,"4901 E Ray Rd, Ste 120","(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}, None, None, True, None, average, None, True, casual, None, False, True, 2, False, True, True, None, None, free)",0go_co5nVtlbu4HgUyUIOQ,Restaurant,,,,American,,,,,,,Phoenix,"(6:30-14:30, 6:30-14:30, 6:30-14:30, 6:30-14:30, 6:30-14:30, 6:30-14:30, 6:30-14:30)",1,33.3193791,-111.9778294,Snooze an A.M. Eatery,,85044,175,4,AZ
1486,8338 N 7th St,"(None, None, beer_and_wine, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, False, False, True, 1, False, True, True, None, True, no)",U21YaTK4PVlfNHQSyBkJUg,Restaurant,,,,Mexican,,,,,,,Phoenix,"(10:0-21:0, 10:0-20:0, 10:0-21:0, None, 10:0-20:0, 10:0-20:0, 10:0-20:0)",1,33.5599778,-112.0657315,El Bravo Mexican Food,,85020,147,4,AZ
1487,15 E Monroe St,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}, None, True, None, None, None, True, None, None, False, {'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, False, True, 2, True, True, True, None, True, free)",PxTKXsdYqoFHWAG2amz0XQ,Restaurant,,,,Italian,,,,,,,Phoenix,"(17:0-23:0, 17:0-22:0, 17:0-23:0, 17:0-22:0, 17:0-22:0, 17:0-22:0, 17:0-22:0)",1,33.4500711,-112.0734554,Nook Kitchen,,85004,242,4.5,AZ
1488,1003 E Indian School Rd,"(None, None, beer_and_wine, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, True, 1, False, True, True, None, True, None)",X6cRW_TVuYhhHx8eaIk8Sw,Restaurant,,,,Mexican,,,,,,,Phoenix,,0,33.4943842,-112.0606304,Pancho's Mexican Buffet,,85014,29,2.5,AZ
1489,1135 E Glendale Ave,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, True, True, 1, False, False, True, None, True, no)",_MHUEErH3KW_KvVSOjyYhg,Restaurant,,,,Italian,,,,,,,Phoenix,"(11:0-22:0, 11:0-21:0, 11:0-22:0, 12:0-21:0, 11:0-21:0, 11:0-21:0, 11:0-21:0)",1,33.53796718,-112.0571032,Pat's Pizza Plus,,85020,142,4,AZ
1490,8801 N Central Ave,"(None, None, full_bar, {'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, {'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}, True, False, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, False, None, None, True, None, False, False, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, None, True, False, {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, average, None, True, casual, None, False, True, 2, True, True, True, no, True, free)",ToFm2DhhTdr0Kv0A7Sdj6g,Restaurant,,,,American,,,,,,,Phoenix,"(11:0-22:0, 16:0-21:0, 9:30-22:0, 9:30-21:0, 11:0-21:0, 16:0-21:0, 11:0-21:0)",1,33.5646202,-112.073585,Timo Wine Bar,,85020,367,4,AZ
1491,"4350 E Camelback Rd, Bldg I-100","(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}, None, None, None, True, False, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, True, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}, None, None, False, None, average, None, True, casual, None, False, True, 2, False, False, True, None, True, free)",piHJq_NDrOh5SYk3AyQVOg,Restaurant,,,,Japanese,American,,,,,Café,Phoenix,"(7:0-14:0, 7:0-14:0, 7:0-14:0, 7:0-14:0, 7:0-14:0, 7:0-14:0, 7:0-14:0)",1,33.50982558,-111.9870976,Chestnut Fine Foods & Provisions,,85018,264,3.5,AZ
1492,2720 W Bethany Home,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, True, 1, False, True, True, None, True, no)",G_mqw9nNYDFkwtCe5Jd8QA,Restaurant,,,,Japanese,,,,,,,Phoenix,"(9:0-22:0, 9:0-22:0, 9:0-22:0, 9:0-22:0, 9:0-22:0, 9:0-22:0, 9:0-22:0)",1,33.52431842,-112.1179968,Tacos Kissi,,85017,220,4.5,AZ
1493,3516 E McDowell Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, False, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, True, casual, None, False, True, 1, False, True, True, None, None, no)",02eESJZNF3qigrJ3GNRgIQ,Restaurant,,,,Mexican,,,,,,,Phoenix,,0,33.4658914,-112.0056629,Taqueria Yaqui,,85008,20,4.5,AZ
1494,"1334 E Chandler Blvd, Ste 11","(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}, True, None, True, {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, None, True, False, None, None, False, None, False, False, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, None, True, True, {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, average, None, True, casual, None, False, True, 2, True, True, True, outdoor, True, no)",9u0bZOv8a91ASs-WldDhIA,Pub,Restaurant,,,American,,,,,,,Phoenix,"(16:0-23:0, None, 16:0-23:0, None, 16:0-22:0, 16:0-22:0, 16:0-22:0)",0,33.3069475,-112.0540306,Unwined,,85048,75,3.5,AZ
1495,"2928 N 35th Ave, Ste 6","(None, None, None, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': True}, None, None, True, None, quiet, None, True, casual, None, False, True, 1, True, True, True, None, None, None)",FwDthqY_Iy0Up0cpTP0AKg,Pub,,,,Mexican,,,,,,,Phoenix,"(8:0-16:0, 8:0-16:0, 8:0-15:0, None, 8:0-16:0, 8:0-16:0, 8:0-16:0)",1,33.481353,-112.134644,Nana Pancha's,,85017,13,4,AZ
